Index,Carat,Cut,Color,Clarity,Depth,Table,Price,x,y,z,Size,Cut_number_classification,Color_number_classification,Clarity_number_classification
6794,"0,9",Good,I,VVS1,"63,6","58,0",4114,"6,14","6,1","3,89","145,7",2,2,7
6795,"0,9",Premium,D,SI2,"59,2","60,0",4114,"6,34","6,3","3,74","149,38",4,7,2
6796,"0,91",Fair,H,VVS1,"56,5","67,0",4115,"6,38","6,4","3,61","147,4",1,3,7
6797,"0,9",very Good,G,VS1,"61,5","56,0",4116,"6,15","6,2","3,8","144,89",3,4,5
6798,"1,01",Good,H,SI1,"64,0","58,0",4116,"6,31","6,37","4,06","163,19",2,3,3
6799,"1,01",Good,H,SI1,"63,4","58,0",4116,"6,37","6,41","4,05","165,37",2,3,3
6800,"0,73",very Good,D,VS1,"61,1","59,0",4116,"5,79","5,86","3,56","120,79",3,7,5
6801,"0,98",Ideal,G,SI2,"62,9","57,0",4116,"6,33","6,29","3,97","158,07",5,4,2
6802,"0,92",Good,H,VS1,"62,3","63,0",4116,"6,18","6,3","3,88","151,06",2,3,5
6803,"1,05",Premium,H,SI2,"61,4","58,0",4116,"6,58","6,54","4,03","173,42",4,3,2
6804,"1,05",Premium,G,SI2,"61,7","56,0",4116,"6,57","6,53","4,04","173,32",4,4,2
6805,"1,05",Premium,J,VS1,"60,0","60,0",4116,"6,46","6,43","4,0","166,15",4,1,5
6806,"1,05",Ideal,J,VS1,"62,8","57,0",4116,"6,45","6,41","4,04","167,03",5,1,5
6807,"1,0",Premium,E,SI2,"62,6","60,0",4116,"6,35","6,33","3,97","159,58",4,6,2
6808,"0,9",Good,D,SI1,"64,4","60,0",4117,"5,95","6,0","3,85","137,45",2,7,3
6809,"0,8",very Good,E,VS1,"60,7","60,0",4118,"6,0","6,09","3,67","134,1",3,6,5
6810,"1,02",Ideal,I,SI2,"61,8","57,0",4118,"6,44","6,46","3,99","165,99",5,2,2
6811,"1,01",Ideal,E,SI2,"63,0","56,0",4118,"6,34","6,3","3,98","158,97",5,6,2
6812,"1,01",Premium,E,SI2,"60,6","58,0",4118,"6,53","6,47","3,94","166,46",4,6,2
6813,"1,01",Fair,E,SI2,"55,2","65,0",4118,"6,78","6,67","3,71","167,78",1,6,2
6814,"1,01",very Good,E,SI2,"63,1","61,0",4118,"6,34","6,27","3,98","158,21",3,6,2
6815,"1,01",Fair,E,SI2,"64,7","55,0",4118,"6,37","6,3","4,1","164,54",1,6,2
6816,"1,01",Fair,D,SI1,"66,3","55,0",4118,"6,22","6,17","4,11","157,73",1,7,3
6817,"1,01",Good,E,SI2,"63,7","55,0",4118,"6,38","6,31","4,05","163,04",2,6,2
6818,"1,01",Premium,G,SI1,"63,0","60,0",4118,"6,34","6,3","3,98","158,97",4,4,3
6819,"1,01",Ideal,I,VS1,"62,9","56,0",4118,"6,43","6,38","4,03","165,32",5,2,5
6820,"1,01",Premium,G,SI1,"60,0","59,0",4118,"6,51","6,47","3,89","163,85",4,4,3
6821,"1,07",Premium,H,SI2,"62,2","59,0",4119,"6,47","6,53","4,04","170,69",4,3,2
6825,"1,01",Ideal,H,SI2,"62,8","56,0",4119,"6,38","6,45","4,03","165,84",5,3,2
6827,"1,01",very Good,J,VS2,"59,3","59,0",4120,"6,5","6,58","3,88","165,95",3,1,4
6828,"1,11",Premium,I,SI2,"61,5","58,0",4120,"6,61","6,65","4,08","179,34",4,2,2
6829,"1,06",Ideal,H,SI1,"62,7","57,0",4120,"6,48","6,53","4,08","172,64",5,3,3
6830,"1,11",Premium,I,SI2,"61,8","58,0",4120,"6,61","6,66","4,1","180,49",4,2,2
6831,"0,9",Good,D,SI1,"63,8","58,0",4120,"6,13","6,09","3,9","145,59",2,7,3
6832,"1,09",Premium,I,SI2,"61,3","55,0",4120,"6,66","6,62","4,07","179,44",4,2,2
6834,"1,01",Good,I,VS2,"62,8","59,0",4121,"6,34","6,4","4,0","162,3",2,2,4
6839,"0,91",Premium,D,SI2,"62,2","59,0",4123,"6,19","6,23","3,86","148,86",4,7,2
6840,"0,91",very Good,D,SI2,"61,5","56,0",4123,"6,22","6,27","3,84","149,76",3,7,2
6841,"0,91",Premium,D,SI2,"61,1","60,0",4123,"6,24","6,29","3,83","150,33",4,7,2
6842,"1,13",Fair,J,SI1,"64,9","55,0",4123,"6,49","6,56","4,24","180,52",1,1,3
6843,"1,04",Premium,D,SI2,"60,9","57,0",4123,"6,54","6,49","3,97","168,51",4,7,2
6845,"0,71",Ideal,E,VVS2,"62,0","57,0",4124,"5,7","5,72","3,54","115,42",5,6,6
6846,"0,9",Good,G,VS2,"64,9","61,0",4124,"5,91","5,99","3,86","136,65",2,4,4
6847,"1,08",Premium,G,SI2,"63,0","54,0",4124,"6,58","6,54","4,13","177,73",4,4,2
6849,"1,0",Good,H,SI2,"62,7","58,0",4125,"6,31","6,33","3,96","158,17",2,3,2
6850,"1,0",very Good,E,SI2,"62,8","59,0",4125,"6,3","6,34","3,97","158,57",3,6,2
6851,"1,0",Ideal,I,SI1,"59,8","57,0",4125,"6,44","6,5","3,87","162,0",5,2,3
6852,"1,0",very Good,I,SI1,"63,0","58,0",4125,"6,3","6,33","3,98","158,72",3,2,3
6853,"1,04",very Good,G,SI2,"62,7","57,0",4125,"6,4","6,46","4,03","166,62",3,4,2
6854,"0,8",Ideal,E,SI1,"61,9","55,0",4125,"5,94","5,98","3,69","131,07",5,6,3
6855,"0,91",Good,G,VS2,"59,9","61,0",4125,"6,2","6,33","3,75","147,17",2,4,4
6856,"0,9",Fair,E,VS2,"64,5","61,0",4125,"6,07","6,03","3,9","142,75",1,6,4
6858,"0,9",very Good,I,VS1,"62,6","59,0",4126,"6,11","6,15","3,84","144,29",3,2,5
6859,"0,8",Ideal,E,VS2,"62,2","55,0",4126,"5,95","5,98","3,71","132,01",5,6,4
6860,"1,05",Ideal,J,SI2,"62,3","54,0",4126,"6,52","6,55","4,07","173,81",5,1,2
6861,"1,07",Premium,I,SI1,"61,2","58,0",4126,"6,62","6,55","4,03","174,74",4,2,3
6862,"0,81",Ideal,G,VVS2,"61,7","55,1",4127,"5,97","6,04","3,71","133,78",5,4,6
6866,"0,9",Ideal,D,VS2,"61,5","56,0",4128,"6,25","6,2","3,83","148,41",5,7,4
6867,"0,91",Premium,H,VS2,"62,8","58,0",4128,"6,17","6,15","3,87","146,85",4,3,4
6868,"0,91",Premium,H,VS2,"61,9","59,0",4128,"6,23","6,18","3,84","147,85",4,3,4
6869,"0,91",Premium,H,VS2,"61,0","59,0",4128,"6,32","6,27","3,84","152,17",4,3,4
6871,"0,91",Premium,H,VS2,"59,9","62,0",4128,"6,33","6,26","3,77","149,39",4,3,4
6872,"1,01",Ideal,G,SI1,"61,5","56,0",4129,"6,52","6,46","3,99","168,06",5,4,3
6873,"0,9",very Good,H,VS2,"63,7","61,0",4129,"6,04","6,07","3,86","141,52",3,3,4
6874,"1,01",Ideal,H,SI2,"61,7","56,0",4129,"6,47","6,43","3,98","165,58",5,3,2
6875,"1,01",very Good,I,VS1,"63,1","56,0",4129,"6,42","6,36","4,03","164,55",3,2,5
6876,"1,01",Good,J,VS1,"60,4","64,0",4129,"6,48","6,44","3,9","162,75",2,1,5
6877,"1,01",Fair,H,SI2,"64,9","56,0",4129,"6,33","6,25","4,08","161,42",1,3,2
6878,"1,01",Premium,I,SI1,"59,9","59,0",4129,"6,46","6,42","3,86","160,09",4,2,3
6879,"0,9",very Good,D,SI1,"60,1","58,0",4130,"6,27","6,3","3,78","149,31",3,7,3
6880,"0,82",Ideal,G,VVS2,"62,1","56,0",4130,"5,97","6,01","3,72","133,47",5,4,6
6881,"1,08",Ideal,I,SI2,"62,3","57,0",4130,"6,56","6,61","4,1","177,78",5,2,2
6883,"1,01",Ideal,H,SI2,"60,1","60,0",4131,"6,54","6,5","3,92","166,64",5,3,2
6884,"1,09",Ideal,J,VS2,"61,3","57,0",4131,"6,63","6,61","4,06","177,93",5,1,4
6885,"1,2",Premium,I,VS2,"61,3","60,0",4131,"6,79","6,75","4,15","190,2",4,2,4
6886,"1,06",very Good,I,SI2,"62,8","56,0",4132,"6,47","6,55","4,09","173,33",3,2,2
6887,"0,91",Ideal,E,SI1,"61,0","58,0",4132,"6,23","6,29","3,82","149,69",5,6,3
6888,"1,22",Premium,J,SI2,"62,2","60,0",4132,"6,89","6,77","4,25","198,24",4,1,2
6889,"0,9",Premium,D,SI2,"61,2","62,0",4133,"6,22","6,07","3,76","141,96",4,7,2
6890,"1,23",Premium,I,SI1,"60,3","60,0",4133,"6,95","6,88","4,17","199,39",4,2,3
6891,"1,01",very Good,J,SI1,"63,3","55,0",4133,"6,34","6,32","4,01","160,68",3,1,3
6892,"1,0",Ideal,I,SI1,"61,6","59,0",4133,"6,34","6,42","3,93","159,96",5,2,3
6893,"1,1",Good,I,SI1,"63,1","61,0",4133,"6,49","6,56","4,12","175,41",2,2,3
6894,"0,9",Ideal,G,VS2,"62,7","56,0",4133,"6,25","6,15","3,89","149,52",5,4,4
6895,"0,9",Premium,E,SI2,"61,7","57,0",4133,"6,23","6,21","3,84","148,56",4,6,2
6896,"0,9",Ideal,H,VS2,"61,9","55,0",4133,"6,22","6,19","3,84","147,85",5,3,4
6897,"0,9",very Good,E,VS2,"61,1","63,0",4134,"6,17","6,2","3,78","144,6",3,6,4
6899,"0,73",Ideal,D,VS2,"60,7","57,0",4134,"5,84","5,88","3,55","121,9",5,7,4
6900,"0,73",Ideal,D,VS2,"61,6","56,0",4134,"5,76","5,8","3,56","118,93",5,7,4
6901,"0,9",very Good,G,VS2,"63,4","59,0",4135,"6,08","6,13","3,87","144,24",3,4,4
6902,"0,82",very Good,E,VS2,"62,8","59,0",4135,"5,92","5,93","3,72","130,59",3,6,4
6903,"0,82",Ideal,D,SI1,"61,6","57,0",4135,"6,02","6,06","3,72","135,71",5,7,3
6904,"0,82",Ideal,D,SI1,"62,2","55,0",4135,"5,97","5,99","3,72","133,03",5,7,3
6905,"0,9",Good,G,VS2,"64,4","62,0",4135,"5,97","6,02","3,86","138,73",2,4,4
6906,"1,04",Ideal,I,SI1,"63,0","56,0",4135,"6,49","6,39","4,06","168,37",5,2,3
6907,"1,01",Good,G,SI2,"63,7","59,0",4135,"6,38","6,31","4,04","162,64",2,4,2
6908,"0,9",very Good,H,VS1,"61,5","59,0",4136,"6,13","6,19","3,79","143,81",3,3,5
6909,"0,9",very Good,H,VS1,"61,8","56,0",4136,"6,16","6,18","3,81","145,04",3,3,5
6910,"0,96",very Good,H,VS2,"61,2","57,0",4136,"6,34","6,38","3,89","157,35",3,3,4
6911,"0,9",very Good,H,VS1,"62,7","57,0",4136,"6,14","6,18","3,86","146,47",3,3,5
6912,"0,9",very Good,H,VS1,"63,0","59,0",4136,"6,1","6,13","3,85","143,96",3,3,5
6913,"0,96",very Good,G,SI1,"62,0","59,0",4136,"6,26","6,32","3,9","154,3",3,4,3
6914,"1,02",very Good,J,SI1,"61,4","58,0",4137,"6,47","6,5","3,98","167,38",3,1,3
6915,"0,9",Premium,G,VS2,"62,4","61,0",4137,"6,17","6,13","3,84","145,24",4,4,4
6916,"0,9",Premium,G,VS2,"60,8","56,0",4137,"6,19","6,14","3,75","142,52",4,4,4
6917,"0,9",Premium,G,VS2,"62,0","60,0",4137,"6,19","6,14","3,82","145,19",4,4,4
6918,"0,9",Premium,G,VS2,"62,8","58,0",4137,"6,14","6,09","3,84","143,59",4,4,4
6920,"1,0",Good,H,SI1,"56,8","65,0",4138,"6,61","6,49","3,72","159,58",2,3,3
6921,"0,91",Premium,E,SI1,"60,5","61,0",4138,"6,23","6,19","3,76","145,0",4,6,3
6922,"0,91",Premium,E,SI1,"62,4","57,0",4138,"6,23","6,11","3,85","146,55",4,6,3
6923,"0,91",Premium,E,SI1,"61,9","61,0",4138,"6,12","6,1","3,78","141,11",4,6,3
6924,"1,01",Premium,G,SI1,"62,3","59,0",4138,"6,37","6,34","3,96","159,93",4,4,3
6925,"0,91",very Good,E,SI1,"63,5","57,0",4138,"6,11","6,07","3,87","143,53",3,6,3
6926,"0,91",Premium,E,SI1,"62,6","58,0",4138,"6,17","6,14","3,85","145,85",4,6,3
6927,"1,01",Good,G,SI1,"64,2","56,0",4138,"6,38","6,26","4,05","161,75",2,4,3
6928,"1,05",Premium,E,SI2,"61,5","59,0",4139,"6,52","6,58","4,03","172,89",4,6,2
6929,"1,12",Ideal,D,I1,"60,6","55,0",4139,"6,73","6,76","4,09","186,07",5,7,1
6930,"0,97",very Good,G,SI1,"60,2","61,0",4140,"6,4","6,46","3,87","160,0",3,4,3
6933,"1,1",very Good,E,SI2,"63,3","56,0",4140,"6,58","6,53","4,15","178,31",3,6,2
6934,"1,32",Fair,H,I1,"65,8","55,0",4140,"6,87","6,83","4,51","211,62",1,3,1
6937,"0,93",Premium,D,SI2,"62,6","57,0",4140,"6,26","6,2","3,9","151,37",4,7,2
6938,"0,93",Premium,D,SI2,"60,6","59,0",4140,"6,34","6,3","3,83","152,98",4,7,2
6939,"1,5",Premium,G,I1,"60,4","55,0",4140,"7,4","7,32","4,45","241,05",4,4,1
6940,"1,0",Fair,E,SI1,"66,3","62,0",4140,"6,27","6,06","4,09","155,4",1,6,3
6941,"1,5",Good,G,I1,"63,7","57,0",4140,"7,28","7,21","4,62","242,5",2,4,1
6942,"1,04",Premium,I,SI2,"61,3","59,0",4141,"6,5","6,46","3,97","166,7",4,2,2
6945,"0,95",Premium,E,SI2,"60,7","59,0",4142,"6,3","6,36","3,84","153,86",4,6,2
6946,"1,0",very Good,G,SI2,"62,4","60,0",4142,"6,31","6,36","3,95","158,52",3,4,2
6948,"0,73",Ideal,G,IF,"62,3","56,0",4142,"5,72","5,78","3,58","118,36",5,4,8
6949,"0,91",very Good,H,VVS2,"63,6","56,0",4143,"6,11","6,13","3,89","145,7",3,3,6
6951,"1,0",Premium,J,VS1,"62,8","57,0",4144,"6,39","6,35","4,0","162,31",4,1,5
6952,"1,0",Ideal,J,VS1,"62,3","56,0",4144,"6,43","6,38","3,99","163,68",5,1,5
6953,"0,9",very Good,E,SI1,"62,0","62,0",4144,"6,11","6,21","3,82","144,94",3,6,3
6954,"0,93",very Good,G,SI1,"62,3","58,0",4144,"6,2","6,29","3,9","152,09",3,4,3
6955,"1,0",Premium,H,SI1,"61,7","59,0",4144,"6,41","6,36","3,94","160,62",4,3,3
6957,"1,41",Fair,H,I1,"64,7","58,0",4145,"7,05","7,0","4,55","224,54",1,3,1
6958,"1,05",Premium,J,VS2,"61,1","58,0",4145,"6,56","6,51","3,99","170,4",4,1,4
6959,"0,8",Ideal,G,VVS2,"62,6","54,0",4146,"5,9","5,97","3,71","130,68",5,4,6
6960,"1,21",Fair,J,SI1,"65,0","59,0",4147,"6,64","6,57","4,29","187,15",1,1,3
6961,"1,21",Fair,J,SI1,"65,3","60,0",4147,"6,6","6,51","4,28","183,89",1,1,3
6962,"0,9",Ideal,E,SI1,"61,7","56,0",4147,"6,16","6,23","3,82","146,6",5,6,3
6963,"0,9",Good,E,SI1,"60,4","58,0",4147,"6,12","6,24","3,73","142,44",2,6,3
6964,"1,0",very Good,I,SI1,"63,1","58,0",4149,"6,3","6,35","3,99","159,62",3,2,3
6965,"1,01",Good,H,SI2,"64,8","58,0",4149,"6,24","6,29","4,06","159,35",2,3,2
6966,"1,01",Good,E,SI2,"63,3","58,0",4149,"6,29","6,35","4,0","159,77",2,6,2
6967,"1,14",Ideal,H,SI2,"62,6","57,0",4150,"6,71","6,65","4,18","186,52",5,3,2
6968,"0,92",Premium,D,SI2,"62,5","55,0",4150,"6,21","6,18","3,87","148,52",4,7,2
6969,"0,91",Good,G,VS1,"64,1","59,0",4150,"6,1","6,13","3,92","146,58",2,4,5
6970,"1,01",Good,G,SI2,"62,4","60,0",4150,"6,32","6,38","3,96","159,67",2,4,2
6971,"1,0",Fair,H,SI1,"56,3","63,0",4150,"6,63","6,61","3,73","163,46",1,3,3
6972,"0,95",Premium,G,SI1,"62,6","58,0",4150,"6,26","6,21","3,9","151,61",4,4,3
6973,"0,76",Ideal,D,VVS2,"62,3","57,0",4150,"5,87","5,84","3,65","125,12",5,7,6
6974,"1,0",Premium,H,SI1,"61,8","59,0",4150,"6,4","6,35","3,94","160,12",4,3,3
6977,"0,9",very Good,E,SI1,"63,1","58,0",4151,"6,12","6,02","3,83","141,11",3,6,3
6978,"0,9",Premium,G,VS2,"61,1","58,0",4152,"6,22","6,25","3,81","148,11",4,4,4
6979,"1,08",very Good,J,SI2,"62,5","60,0",4152,"6,51","6,57","4,09","174,93",3,1,2
6980,"1,18",Ideal,E,I1,"61,6","56,0",4153,"6,79","6,82","4,19","194,03",5,6,1
6981,"1,01",very Good,J,SI1,"61,3","57,0",4153,"6,45","6,5","3,97","166,44",3,1,3
6982,"1,03",Premium,H,SI2,"62,3","59,0",4153,"6,46","6,42","4,01","166,31",4,3,2
6983,"1,03",Premium,J,SI1,"61,7","54,0",4153,"6,56","6,5","4,03","171,84",4,1,3
6984,"1,01",Premium,G,SI2,"60,1","59,0",4154,"6,45","6,39","3,86","159,09",4,4,2
6986,"1,01",very Good,G,SI2,"63,5","58,0",4154,"6,39","6,34","4,04","163,67",3,4,2
6987,"0,92",Premium,H,VS1,"61,0","62,0",4155,"6,32","6,26","3,84","151,92",4,3,5
6988,"0,9",very Good,H,VS2,"62,0","57,0",4155,"6,1","6,16","3,8","142,79",3,3,4
6989,"0,9",Premium,H,VS2,"61,8","58,0",4155,"6,12","6,17","3,8","143,49",4,3,4
6990,"0,9",Premium,H,VS2,"61,3","59,0",4155,"6,19","6,24","3,81","147,16",4,3,4
6991,"0,9",very Good,H,VS2,"61,8","56,0",4155,"6,18","6,25","3,84","148,32",3,3,4
6992,"0,9",very Good,H,VS2,"62,7","59,0",4155,"6,1","6,15","3,84","144,06",3,3,4
6993,"1,02",very Good,I,SI2,"63,2","60,0",4155,"6,37","6,41","4,04","164,96",3,2,2
6996,"1,0",Premium,I,VS2,"62,6","59,0",4155,"6,33","6,28","3,95","157,02",4,2,4
7002,"1,0",Good,I,VS2,"59,7","64,0",4155,"6,51","6,45","3,87","162,5",2,2,4
7003,"1,0",Good,D,SI1,"57,6","62,0",4155,"6,62","6,5","3,78","162,65",2,7,3
7004,"1,06",Premium,D,SI2,"60,9","60,0",4155,"6,55","6,52","3,98","169,97",4,7,2
7007,"1,06",Premium,I,SI1,"62,9","60,0",4155,"6,47","6,43","4,06","168,9",4,2,3
7008,"0,9",Good,H,VS2,"61,5","61,0",4156,"6,15","6,24","3,81","146,21",2,3,4
7009,"0,9",very Good,H,VS2,"62,2","58,0",4157,"6,11","6,18","3,82","144,24",3,3,4
7011,"0,9",Ideal,I,VS2,"62,0","53,0",4157,"6,17","6,23","3,85","147,99",5,2,4
7012,"1,1",Ideal,J,SI2,"60,9","56,0",4157,"6,68","6,72","4,08","183,15",5,1,2
7013,"1,16",Premium,H,SI2,"58,8","61,0",4157,"6,93","6,84","4,05","191,97",4,3,2
7016,"0,92",Good,D,SI1,"63,6","57,0",4158,"6,09","6,14","3,89","145,46",2,7,3
7017,"0,92",Good,D,SI1,"63,1","58,0",4158,"6,11","6,16","3,87","145,66",2,7,3
7019,"1,05",very Good,H,SI2,"63,0","59,0",4158,"6,44","6,48","4,07","169,85",3,3,2
7020,"1,1",Ideal,I,SI2,"62,8","57,0",4158,"6,63","6,56","4,14","180,06",5,2,2
7021,"1,12",Premium,G,SI2,"61,2","58,0",4158,"6,69","6,67","4,09","182,51",4,4,2
7022,"1,04",Premium,G,SI2,"60,3","62,0",4158,"6,56","6,5","3,94","168,0",4,4,2
7023,"1,36",Fair,J,SI2,"67,8","55,0",4158,"6,73","6,66","4,54","203,49",1,1,2
7024,"1,12",Good,G,SI2,"56,7","62,0",4158,"6,91","6,86","3,9","184,87",2,4,2
7025,"0,9",Premium,E,SI1,"62,9","58,0",4158,"6,16","6,11","3,86","145,28",4,6,3
7028,"1,12",Ideal,G,SI2,"62,8","54,0",4158,"6,7","6,64","4,19","186,4",5,4,2
7029,"0,83",Ideal,D,SI1,"61,9","56,0",4159,"6,01","6,04","3,73","135,4",5,7,3
7030,"1,02",Good,G,SI2,"59,9","58,0",4159,"6,48","6,55","3,9","165,53",2,4,2
7031,"0,94",Premium,G,SI1,"61,3","61,0",4159,"6,33","6,27","3,86","153,2",4,4,3
7032,"1,03",Premium,G,SI2,"59,3","58,0",4160,"6,58","6,63","3,92","171,01",4,4,2
7033,"0,91",Ideal,E,SI2,"61,8","56,0",4160,"6,19","6,27","3,85","149,42",5,6,2
7034,"1,32",Premium,J,SI2,"61,2","59,0",4160,"7,08","7,04","4,32","215,32",4,1,2
7035,"0,9",very Good,I,VVS1,"63,5","58,0",4161,"6,06","6,09","3,86","142,45",3,2,7
7036,"0,9",Ideal,G,SI1,"62,1","56,0",4161,"6,16","6,2","3,84","146,66",5,4,3
7037,"0,9",Ideal,G,SI1,"61,9","55,0",4161,"6,18","6,23","3,84","147,85",5,4,3
7038,"0,59",Ideal,D,IF,"60,7","58,0",4161,"5,45","5,49","3,32","99,34",5,7,8
7043,"1,06",very Good,G,SI2,"61,1","62,0",4162,"6,55","6,61","4,02","174,05",3,4,2
7048,"1,03",Ideal,I,SI2,"62,3","59,0",4162,"6,39","6,45","4,0","164,86",5,2,2
7049,"0,93",very Good,G,SI2,"62,9","56,0",4163,"6,2","6,23","3,91","151,03",3,4,2
7050,"1,0",Fair,G,SI1,"63,1","59,0",4163,"6,32","6,27","3,97","157,32",1,4,3
7051,"0,33",Ideal,E,SI1,"62,5","55,0",579,"4,42","4,45","2,77","54,48",5,6,3
7052,"0,33",Ideal,I,VVS2,"62,4","56,0",579,"4,41","4,43","2,76","53,92",5,2,6
7053,"0,33",Premium,G,VS2,"61,4","60,0",579,"4,41","4,45","2,72","53,38",4,4,4
7054,"0,33",Ideal,H,VS1,"62,0","55,0",579,"4,44","4,46","2,76","54,65",5,3,5
7055,"0,33",Ideal,H,VS1,"61,7","54,0",579,"4,45","4,47","2,75","54,7",5,3,5
7056,"0,33",very Good,E,SI1,"62,7","56,0",579,"4,39","4,45","2,77","54,11",3,6,3
7057,"0,33",Premium,G,VS2,"61,9","59,0",579,"4,4","4,46","2,74","53,77",4,4,4
7058,"0,33",Ideal,E,SI1,"62,4","56,0",579,"4,41","4,43","2,76","53,92",5,6,3
7059,"0,33",very Good,E,SI1,"60,7","57,0",579,"4,43","4,47","2,7","53,47",3,6,3
7060,"0,33",Premium,I,VVS2,"61,0","58,0",579,"4,42","4,46","2,71","53,42",4,2,6
7061,"0,33",very Good,G,VS2,"60,9","56,0",579,"4,46","4,5","2,73","54,79",3,4,4
7062,"0,33",Premium,I,VVS2,"61,0","59,0",579,"4,41","4,44","2,7","52,87",4,2,6
7063,"0,33",very Good,G,VS2,"62,0","58,0",579,"4,42","4,45","2,75","54,09",3,4,4
7064,"0,33",Ideal,I,VVS2,"62,7","54,0",579,"4,42","4,45","2,78","54,68",5,2,6
7065,"0,33",very Good,G,VS2,"59,3","61,0",579,"4,49","4,51","2,67","54,07",3,4,4
7066,"0,33",Good,I,VVS2,"63,7","56,0",579,"4,36","4,4","2,79","53,52",2,2,6
7067,"0,33",Ideal,H,VS1,"61,8","56,0",579,"4,41","4,46","2,74","53,89",5,3,5
7068,"0,33",Premium,G,VS2,"62,6","58,0",579,"4,41","4,44","2,77","54,24",4,4,4
7069,"0,33",Premium,I,VVS2,"61,4","58,0",579,"4,45","4,48","2,74","54,62",4,2,6
7070,"0,33",very Good,E,SI1,"59,1","58,0",579,"4,51","4,56","2,68","55,12",3,6,3
7071,"0,33",very Good,G,VS2,"60,8","62,0",579,"4,42","4,46","2,7","53,23",3,4,4
7072,"0,33",Ideal,I,VVS2,"62,4","57,0",579,"4,41","4,44","2,76","54,04",5,2,6
7073,"0,33",Ideal,G,VS2,"62,5","57,0",579,"4,39","4,41","2,75","53,24",5,4,4
7074,"0,33",very Good,G,VS2,"61,1","59,0",579,"4,43","4,47","2,72","53,86",3,4,4
7075,"0,33",Premium,G,VS2,"60,8","58,0",579,"4,45","4,47","2,71","53,91",4,4,4
7076,"0,33",very Good,H,VS1,"60,0","61,0",579,"4,48","4,52","2,7","54,67",3,3,5
7077,"0,33",Premium,E,SI1,"62,2","59,0",579,"4,41","4,43","2,75","53,72",4,6,3
7078,"0,33",Premium,H,VS1,"61,9","58,0",579,"4,43","4,45","2,75","54,21",4,3,5
7079,"0,33",Premium,H,VS1,"62,1","59,0",579,"4,43","4,46","2,76","54,53",4,3,5
7080,"0,33",Ideal,G,VS2,"61,6","55,0",579,"4,43","4,46","2,74","54,14",5,4,4
7081,"1,05",Ideal,I,SI2,"60,9","57,0",4163,"6,55","6,62","4,01","173,88",5,2,2
7082,"1,0",Ideal,H,SI2,"62,5","54,0",4163,"6,32","6,38","3,97","160,08",5,3,2
7083,"1,04",Premium,E,SI2,"61,6","59,0",4164,"6,55","6,57","4,04","173,86",4,6,2
7084,"0,85",Ideal,G,VS1,"61,6","54,0",4164,"6,08","6,12","3,76","139,91",5,4,5
7085,"0,9",Good,E,SI1,"63,1","61,0",4165,"6,14","6,18","3,89","147,61",2,6,3
7086,"0,9",very Good,E,SI1,"61,3","57,0",4165,"6,24","6,29","3,84","150,72",3,6,3
7087,"0,9",very Good,E,SI1,"59,8","58,0",4165,"6,21","6,26","3,73","145,0",3,6,3
7088,"0,9",very Good,E,SI1,"61,8","59,0",4165,"6,11","6,16","3,79","142,65",3,6,3
7089,"0,93",Good,D,SI2,"61,4","63,0",4165,"6,22","6,26","3,83","149,13",2,7,2
7090,"0,9",Good,E,SI1,"58,3","61,0",4165,"6,24","6,29","3,65","143,26",2,6,3
7091,"0,91",Premium,D,SI1,"61,5","59,0",4165,"6,25","6,18","3,82","147,55",4,7,3
7092,"1,01",very Good,I,SI1,"62,9","58,0",4166,"6,34","6,37","4,0","161,54",3,2,3
7093,"1,01",Premium,I,SI1,"61,8","59,0",4166,"6,37","6,44","3,96","162,45",4,2,3
7094,"1,01",Premium,H,SI2,"61,6","59,0",4166,"6,39","6,44","3,95","162,55",4,3,2
7096,"1,01",very Good,H,SI2,"58,8","58,0",4166,"6,57","6,62","3,88","168,75",3,3,2
7097,"1,0",Fair,H,VS2,"66,8","63,0",4166,"6,19","6,08","4,1","154,3",1,3,4
7098,"1,0",Good,H,VS2,"57,8","59,0",4166,"6,53","6,47","3,75","158,43",2,3,4
7102,"1,02",Good,H,SI1,"57,1","61,0",4167,"6,66","6,57","3,78","165,4",2,3,3
7103,"1,06",Ideal,I,SI2,"61,3","56,0",4167,"6,59","6,55","4,03","173,95",5,2,2
7104,"0,9",Ideal,D,SI2,"60,8","56,0",4167,"6,26","6,24","3,8","148,44",5,7,2
7106,"1,51",Fair,G,I1,"65,6","54,0",4167,"7,28","7,1","4,72","243,97",1,4,1
7107,"1,01",Good,E,SI2,"63,3","58,0",4168,"6,3","6,36","4,01","160,67",2,6,2
7108,"0,92",Premium,D,SI2,"62,4","58,0",4168,"6,18","6,19","3,86","147,66",4,7,2
7109,"0,92",very Good,D,SI2,"62,4","60,0",4168,"6,21","6,25","3,89","150,98",3,7,2
7110,"1,11",very Good,I,SI2,"62,6","55,0",4168,"6,65","6,71","4,18","186,52",3,2,2
7111,"1,19",Premium,D,SI2,"58,6","61,0",4168,"6,93","6,89","4,05","193,38",4,7,2
7112,"1,11",very Good,E,SI2,"60,0","61,0",4170,"6,66","6,71","4,01","179,2",3,6,2
7113,"0,8",Ideal,D,VS2,"61,0","57,0",4170,"5,96","6,0","3,65","130,52",5,7,4
7114,"1,0",Premium,G,SI2,"62,7","59,0",4170,"6,36","6,3","3,97","159,07",4,4,2
